Accessory_ID,Car Brand,Car Model,Accessory Name,Accessory Price,Accessory Description,Compatible Cars,Top 5 Reviews,Brand_Normalized,Sentiment_VADER,Sentiment_Polarity,Sentiment_Subjectivity,Sentiment_Score,Sentiment_Label,Sentiment_Strength,Key_Phrases,Category,Aspect_Quality_Score,Aspect_Quality_Mentions,Aspect_Durability_Score,Aspect_Durability_Mentions,Aspect_Installation_Score,Aspect_Installation_Mentions,Aspect_Design_Score,Aspect_Design_Mentions,Aspect_Compatibility_Score,Aspect_Compatibility_Mentions,Aspect_Value_Score,Aspect_Value_Mentions,Aspect_Comfort_Score,Aspect_Comfort_Mentions,Aspect_Performance_Score,Aspect_Performance_Mentions,Dominant_Emotion,Emotion_Happy_Score,Emotion_Satisfied_Score,Emotion_Disappointed_Score,Emotion_Angry_Score,Emotion_Neutral_Score,Key_Strengths,Key_Weaknesses,Recommendation_Explanation,Overall_Quality_Score,Accessory_Name_Normalized,Car_Brand_Normalized,Car_Model_Normalized,Compatible_Cars_Normalized
316,Toyota,Innova Crysta,Automaze Rear Bumper Trunk Step Sill Plate,2187.0,"abs with chrome, fits all crysta models, edge-to-edge fitment, step plate for rear bumper trunk, premium chrome, long lasting shine.",toyota innova crysta,tape not stick|Good product|Good fit|Perfect|Value for money,toyota,0.0,0.0,0.0,0.0,neutral,Neutral,"['good', 'perfect']",Exterior,0.0,0,0.0,0,0.0,1,0.0,0,0.0,1,0.0,3,0.0,0,0.0,0,satisfied,0.3333,0.6667,0.0,0.0,0.0,,,📁 Exterior accessory | ✅ Customer satisfaction high,0.0,automaze rear bumper trunk step sill plate,toyota,innova crysta,toyota innova crysta
317,Skoda,Slavia,Automaze Steering Wheel Grip Cover,822.0,"carbon fiber abs texture, safe, non-slip, universal fit (99% indian cars), easy install.",universal (99% indian cars),Good product.|Great but...|Durability|Best quality|Misleading Image and Poor Packaging,skoda,-0.0516,0.1499999999999999,0.6000000000000001,0.0290399999999999,neutral,Neutral,"['great', 'good', 'best', 'quality', 'poor']",Interior,-0.0516,1,-0.0516,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,happy,0.5,0.5,0.0,0.0,0.0,,,📁 Interior accessory | 😊 Customers are very happy,-0.014184,automaze steering wheel grip cover,skoda,slavia,universal (99% indian cars)
318,Mahindra,Thar,Automoto Exterior Chrome Rear And Side Door Handle Chrome Cover For Mahindra Thar,825.0,"2020 model with thar2020 (2-pcs rear and 1x1- side door set of 4-pcs), triple layer chrome finish, abs plastic material, easy installation with double side adhesive tape, adds classy bold metallic look",mahindra thar 2020,No written reviews available - Product has 4.3 out of 5 stars rating|No written reviews available - Product has 4.3 out of 5 stars rating|No written reviews available - Product has 4.3 out of 5 stars rating|No written reviews available - Product has 4.3 out of 5 stars rating|No written reviews available - Product has 4.3 out of 5 stars rating,mahindra,-0.296,0.4,0.4,-0.0175999999999999,neutral,Neutral,[],Interior,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,neutral,0.0,0.0,0.0,0.0,0.0,,,📁 Interior accessory,-0.0070399999999999,automoto exterior chrome rear and side door handle chrome cover for mahindra thar,mahindra,thar,mahindra thar 2020
319,Tata,Curvv,"Automozexo 100% Waterproof Car Cover For Curvv With Mirror Pocket, Cotton Layer, Triple Stitched - Grey",978.0,"all-weather protection, waterproof, mirror pocket, inner cotton, adjustable belt, triple stitched, secure fit.","tata curvv, curvv ev",Fits perfectly|Waterproof|Durable material|Good stitching|Value for money,tata,0.0,0.0,0.0,0.0,neutral,Neutral,"['good', 'perfect']",Interior,0.0,2,0.0,1,0.0,1,0.0,0,0.0,2,0.0,3,0.0,0,0.0,0,happy,0.5,0.5,0.0,0.0,0.0,,,📁 Interior accessory | 😊 Customers are very happy,0.0,"automozexo 100% waterproof car cover for curvv with mirror pocket, cotton layer, triple stitched - grey",tata,curvv,"tata curvv, curvv ev"
320,Kia,Seltos,Automozexo Car Cover,1269.0,"waterproof car cover made for all variants of kia seltos. all season, triple stitched, mirror & antenna pockets, windproof, soft inner layer.","kia seltos all models (hte, htk, gtx, x-line, gravity...)",Good quality|Very good quality cover for kia seltos|New ordered cover is of high quality|Quality of the cover is very poor|Quality product,kia,0.1531,0.4399999999999999,0.51,0.26786,positive,Moderate,"['good', 'quality', 'poor']",Interior,0.1531,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,satisfied,0.0,1.0,0.0,0.0,0.0,,,📁 Interior accessory | ✅ Customer satisfaction high,0.153074,automozexo car cover,kia,seltos,"kia seltos all models (hte, htk, gtx, x-line, gravity...)"
321,Kia,Carens,Automozexo Waterproof Car Cover,1269.0,"full-body waterproof cover with triple-layer pvc, custom fit, mirror/antenna pockets, all-weather outdoor parking protection.",kia carens,"Value for money | Water proof, good material | Good fit, nice quality | Perfect cover for Kia Carens | Body Cover Kia Carens (perfect fit!)",kia,0.923,0.7000000000000001,0.7142857142857143,0.8338,positive,Very Strong,"['good', 'perfect', 'quality', 'nice']",Exterior,0.923,2,0.0,0,0.923,1,0.0,0,0.923,3,0.923,3,0.0,0,0.0,0,satisfied,0.4,0.6,0.0,0.0,0.0,"great value, perfect fit",,⭐ Highly rated with 0.83 sentiment score | 🏆 Praised for high quality | 🔧 Easy to install | 📁 Exterior accessory | ✅ Customer satisfaction high | ✨ Great Value | ✨ Perfect Fit,0.70272,automozexo waterproof car cover,kia,carens,kia carens
323,Ferrari,812 Superfast,Autoprime Semi-waterproof Car Body Cover (royal Blue),1129.0,semi-waterproof/uv/dust-proof/all-weather protection car body cover compatible with ferrari 812 superfast v12 petrol side mirror pocket (royalbluestripe),ferrari 812 superfast v12 petrol,Good quality material | Fits perfectly | Protects from dust and sun | Easy to install | Durable fabric,ferrari,0.9062,0.7111111111111111,0.8111111111111112,0.8281644444444445,positive,Very Strong,"['good', 'perfect', 'quality']",Exterior,0.9062,3,0.9062,1,0.9062,3,0.0,0,0.9062,2,0.0,0,0.0,0,0.0,0,happy,0.5,0.5,0.0,0.0,0.0,"perfect fit, durable, easy installation",,⭐ Highly rated with 0.83 sentiment score | 🏆 Praised for high quality | ⚒️ Known for durability | 📁 Exterior accessory | 😊 Customers are very happy | ✨ Perfect Fit | ✨ Durable,0.7843657777777779,autoprime semi-waterproof car body cover (royal blue),ferrari,812 superfast,ferrari 812 superfast v12 petrol
324,Volvo,Ex30,Autoten Car Bonnet & Roof Dog Protection Cover,1999.0,"bonnet and roof combo with spikes, waterproof, protects from dogs/pets, universal fit for ex30.",volvo ex30,No reviews available,volvo,-0.296,0.4,0.4,-0.0175999999999999,neutral,Neutral,[],Interior,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,neutral,0.0,0.0,0.0,0.0,0.0,,,📁 Interior accessory,-0.0070399999999999,autoten car bonnet & roof dog protection cover,volvo,ex30,volvo ex30
325,Maruti Suzuki,Swift,Autothrill Premium Metal Key Cover,274.0,"metal key cover compatible with 2-button smart keys. shields from everyday wear, fits models incl. swift, ertiga, wagonr, celerio, dzire, alto, fronx, etc.","swift, ertiga, wagonr, celerio, dzire, alto, fronx, brezza, spresso, ignis, baleno, grand vitara, xl6, urban cruiser, rumion, glanza, hyryder",Perfect Blend of Style & Protection! | Looks cool and changes the key appearance | Good quality product. With slight fitting issue. | Fantastic Product... | Excellent Quality,maruti suzuki,0.9476,0.4729166666666666,0.7270833333333333,0.7577266666666667,positive,Very Strong,"['excellent', 'good', 'perfect', 'quality', 'fantastic']",Interior,0.91,1,0.0,0,0.0,2,0.8478,4,0.0,2,0.0,0,0.0,0,0.0,0,happy,0.6,0.4,0.0,0.0,0.0,high quality,,⭐ Highly rated with 0.76 sentiment score | 🏆 Praised for high quality | 🧩 Attractive design | 📁 Interior accessory | 😊 Customers are very happy | ✨ High Quality,0.5760906666666668,autothrill premium metal key cover,maruti suzuki,swift,"swift, ertiga, wagonr, celerio, dzire, alto, fronx, brezza, spresso, ignis, baleno, grand vitara, xl6, urban cruiser, rumion, glanza, hyryder"
327,Maruti Suzuki,Eeco Cargo,Autovea Plastic Rear Mud Flaps,499.0,"plastic abs mudguards, easy install, perfect fit for eeco",maruti suzuki eeco,Good flaps|Eeco car frent mud plep,maruti suzuki,0.4404,0.7,0.6000000000000001,0.54424,positive,Strong,['good'],Protection,0.0,0,0.0,0,0.0,0,0.0,0,0.4404,1,0.0,0,0.0,0,0.0,0,satisfied,0.0,1.0,0.0,0.0,0.0,overall positive,,✅ Positively reviewed (0.54 sentiment) | 📁 Protection accessory | ✅ Customer satisfaction high | ✨ Overall Positive,0.217696,autovea plastic rear mud flaps,maruti suzuki,eeco cargo,maruti suzuki eeco
329,Jaguar,F-pace,Autozing 7d Car Boot Mat,2359.0,"pu leatherette boot/trunk mat with anti-skid design, 100% waterproof and washable, custom fitted for jaguar f-pace 2016 onward.",jaguar f-pace (2016+),Perfect fit and top notch quality|Product is good but packaging was not|Fits perfectly for Mercedes C200|Preserves car value|Easy to clean,jaguar,0.9413,0.6611111111111111,0.7000000000000001,0.8292244444444443,positive,Very Strong,"['good', 'perfect', 'quality']",Interior,0.9413,1,0.0,0,0.9413,1,0.0,0,0.9413,4,0.9413,1,0.0,0,0.0,0,happy,0.6667,0.3333,0.0,0.0,0.0,perfect fit,,⭐ Highly rated with 0.83 sentiment score | 🏆 Praised for high quality | 🔧 Easy to install | 📁 Interior accessory | 😊 Customers are very happy | ✨ Perfect Fit,0.7082097777777778,autozing 7d car boot mat,jaguar,f-pace,jaguar f-pace (2016+)
330,Hyundai,Tucson,Autozing 7d Car Boot Mat Coffee,2753.0,"pu leatherette, 7 layer protection, anti skid, custom fit boot/dicky mat. stain-resistant, water-proof, perfect for kids/pets, fits hyundai tucson (2016-2020).",hyundai tucson (2016-2020),Perfect fit and quality; Product is good; Good ok; Perfect fit for 2023 Mercedes C200; Poor quality (negative),hyundai,0.886,0.4444444444444444,0.6111111111111112,0.7093777777777778,positive,Strong,"['good', 'perfect', 'quality', 'poor']",Interior,0.886,1,0.0,0,0.886,1,0.0,0,0.886,2,0.0,0,0.0,0,0.0,0,satisfied,0.4,0.6,0.0,0.0,0.0,perfect fit,,⭐ Highly rated with 0.71 sentiment score | 🏆 Praised for high quality | 🔧 Easy to install | 📁 Interior accessory | ✅ Customer satisfaction high | ✨ Perfect Fit,0.5495511111111111,autozing 7d car boot mat coffee,hyundai,tucson,hyundai tucson (2016-2020)
331,Jeep,Wrangler,Autozing 7d Car Floor Mat,6999.0,7d luxury custom-fit floor mats with superior leatherette finish and detachable curly/grass mat,jeep wrangler (2024 to 2025),Vivek - Great quality and good value for money. - Exactly as described by the seller | Rishab sonker - EXCELLENT PRODUCT AND PERFECT SIZE - EXCELLENT FITTING UNEXPECTED FROM ME | Placeholder - Best value for money - Best fit for honda city ivtec 2009 | shibnath - Sat - Except one odd places fits well | The Woods - Prefered - Good Fitting of Product,jeep,0.9904,0.6273809523809524,0.6035714285714285,0.8451923809523809,positive,Very Strong,"['excellent', 'great', 'good', 'best', 'perfect']",Interior,0.8555,1,0.0,0,0.9839,3,0.0,0,0.9839,4,0.9904,3,0.0,0,0.0,0,happy,0.6667,0.3333,0.0,0.0,0.0,"high quality, great value",,⭐ Highly rated with 0.85 sentiment score | 💰 Great value for money | 🔧 Easy to install | 📁 Interior accessory | 😊 Customers are very happy | ✨ High Quality | ✨ Great Value,0.6937669523809524,autozing 7d car floor mat,jeep,wrangler,jeep wrangler (2024 to 2025)
332,Hyundai,Tucson,Autozing 7d Car Trunk Base Mat,1862.0,"pu leatherette, 7 layer protection, anti skid, custom fitted trunk/boot mat for hyundai tucson 2022 onwards. durable, easy to clean, all-weather mat, scratch & water protection.",hyundai tucson (2022 onwards),Perfect fit and high quality for Hyundai Tucson; Excellent quality; Fits perfectly and excellent product; Quality is good; Perfect fit for Tucson 2023 model,hyundai,0.9796,0.74,0.7711111111111111,0.8837599999999999,positive,Very Strong,"['excellent', 'good', 'perfect', 'quality']",Interior,0.9796,1,0.0,0,0.9796,1,0.0,0,0.9796,4,0.0,0,0.0,0,0.0,0,happy,0.8333,0.1667,0.0,0.0,0.0,"high quality, perfect fit",,⭐ Highly rated with 0.88 sentiment score | 🏆 Praised for high quality | 🔧 Easy to install | 📁 Interior accessory | 😊 Customers are very happy | ✨ High Quality | ✨ Perfect Fit,0.647384,autozing 7d car trunk base mat,hyundai,tucson,hyundai tucson (2022 onwards)
333,Hyundai,Tucson,Autozing 7d Car Trunk Mat,1862.0,"pu leatherette, anti-skid, waterproof, all-weather, easy to clean, tailored fit, up to 7 layers.",hyundai tucson (2022-onwards),"Go for it, perfect fit, high quality for Tucson Gen 4. | Fits perfectly and excellent product. | Quality is good. | Perfect fit for Tucson 2023. | Very good.",hyundai,0.9785,0.73,0.7466666666666667,0.8791,positive,Very Strong,"['excellent', 'good', 'perfect', 'quality']",Interior,0.8442,1,0.0,0,0.9652,1,0.0,0,0.9652,3,0.0,0,0.0,0,0.0,0,happy,0.6667,0.3333,0.0,0.0,0.0,"high quality, perfect fit",,⭐ Highly rated with 0.88 sentiment score | 🔧 Easy to install | 🏆 Praised for high quality | 📁 Interior accessory | 😊 Customers are very happy | ✨ High Quality | ✨ Perfect Fit,0.6049,autozing 7d car trunk mat,hyundai,tucson,hyundai tucson (2022-onwards)
334,AUDI,Q3,Autozing 7d Car Trunk/boot Mat,2499.0,"pu leatherette, 7 layer protection anti skid, beige color, custom fit dicky mat, stain-resistant, easy clean.",audi q3,"['Perfect fit & top notch quality, worth the penny.', 'Item good, packaging not ideal, crease marks remain.', 'Good OK, average performance.', 'Perfect fit for Mercedes C200, high quality.', 'Poor quality, incomplete stitching.']",audi,0.9328,0.3584615384615385,0.5876923076923077,0.7030646153846154,positive,Strong,"['good', 'perfect', 'quality', 'poor']",Interior,0.9001,1,0.0,0,0.9337,1,0.0,0,0.9337,2,0.836,1,0.0,0,0.4404,1,satisfied,0.2857,0.4286,0.1429,0.0,0.1429,"high quality, great value, perfect fit",,⭐ Highly rated with 0.70 sentiment score | 🔧 Easy to install | 🏆 Praised for high quality | 📁 Interior accessory | ✅ Customer satisfaction high | ✨ High Quality | ✨ Great Value,0.6348558461538462,autozing 7d car trunk/boot mat,audi,q3,audi q3
336,Land Rover,Defender,Autozing 7d Car Trunk/boot Mat (5 Seater),2499.0,"7-layer faux leather, tailored boot mat, anti-skid fabric, luxury binding, precise fit.",defender 5 seater,Perfect fit and top notch qualtiy|Product good but packaging bad|Good ok|Perfect fit for Mercedes C200|Poor quality,land rover,0.8271,0.5999999999999999,0.58,0.7362599999999999,positive,Strong,"['good', 'perfect', 'quality', 'bad', 'poor']",Interior,0.8271,1,0.0,0,0.8271,1,0.0,0,0.8271,2,0.0,0,0.0,0,0.0,0,satisfied,0.4,0.6,0.0,0.0,0.0,perfect fit,,⭐ Highly rated with 0.74 sentiment score | 🏆 Praised for high quality | 🔧 Easy to install | 📁 Interior accessory | ✅ Customer satisfaction high | ✨ Perfect Fit,0.542634,autozing 7d car trunk/boot mat (5 seater),land rover,defender,defender 5 seater
337,Volkswagen,Taigun,Autozing 7d Luxury Car Trunk Mat Full Dicky Coverage Pu Leatherrete,3515.0,"full dicky coverage pu leatherrete layer protection, anti skid, custom edge to edge fitting, stain-resistant all-weather durability, easy to install & clean.",volkswagen taigun,Go for it | An excellent product for a car | Fitting is totally poor | Excellent | Fits perfectly,volkswagen,0.858,0.62,0.82,0.7627999999999999,positive,Very Strong,"['excellent', 'perfect', 'poor']",Interior,0.0,0,0.0,0,0.858,2,0.0,0,0.858,4,0.0,0,0.0,0,0.0,0,happy,1.0,0.0,0.0,0.0,0.0,perfect fit,,⭐ Highly rated with 0.76 sentiment score | 🔧 Easy to install | 📁 Interior accessory | 😊 Customers are very happy | ✨ Perfect Fit,0.30512,autozing 7d luxury car trunk mat full dicky coverage pu leatherrete,volkswagen,taigun,volkswagen taigun
338,Tata,Harrier,Autozing 7d Pu Leatherette Car Trunk Mat (black),2280.0,"autozing 7d leatherette protection mat for tata harrier trunk/boot, featuring anti-skid pu leatherette material, all-weather, custom fit, easy to clean, black.",tata harrier,Extremely good fit and quality for VW TIGUAN | Fine Quality and Practical Design | Good Quality Mats | Looks good ! Highly recommended | Good fit for GT TSI,tata,0.97,0.5439583333333334,0.53,0.7995833333333333,positive,Very Strong,"['good', 'quality', 'recommended']",Interior,0.9163,1,0.0,0,0.97,1,0.9163,3,0.97,1,0.0,0,0.0,0,0.0,0,satisfied,0.0,1.0,0.0,0.0,0.0,overall positive,,⭐ Highly rated with 0.80 sentiment score | 🔧 Easy to install | 🏆 Praised for high quality | 📁 Interior accessory | ✅ Customer satisfaction high | ✨ Overall Positive,0.5947233333333333,autozing 7d pu leatherette car trunk mat (black),tata,harrier,tata harrier
339,Toyota,Innova Crysta,Autozing 7d Trunk/boot Mat,3999.0,"luxury pu leatherette, anti-skid, custom fit, full dicky coverage for innova crysta, all-weather protection, washable.",toyota innova crysta,Go for it|An excellent product for a car|Fitting is totally poor|Excellent|Fits perfectly,toyota,0.8473,0.6666666666666666,0.9166666666666666,0.7750466666666667,positive,Very Strong,"['excellent', 'perfect', 'poor']",Interior,0.0,0,0.0,0,0.8473,2,0.0,0,0.8473,4,0.0,0,0.0,0,0.0,0,happy,1.0,0.0,0.0,0.0,0.0,perfect fit,,⭐ Highly rated with 0.78 sentiment score | 🔧 Easy to install | 📁 Interior accessory | 😊 Customers are very happy | ✨ Perfect Fit,0.3100186666666666,autozing 7d trunk/boot mat,toyota,innova crysta,toyota innova crysta
344,AUDI,Q8,Autozing Luxury 7d Car Floor Mat (black Red With Red Curly),4999.0,"7-layer structure with luxury leatherette finish and detachable curly/grass mat. multi-layered design with wire loop, vinyl backing, pu leather, sponge, non-woven fabric, xpe foam, and anti-slip base. built-in heel pad for extra durability.","compatible with audi q8 (2023), bmw x1-x7 series, mercedes-benz a-class to gls, range rover, jaguar, volvo, and 200+ car models including all major brands","1. Saffa Ahmad (5★): ""Amazing product for Thar Roxx, fits perfectly, premium quality, superior material, value for money"" 2. AVINESH SINGH (4★): ""Great for WAGONR ZXI, premium material, perfect measurement and fitting, excellent quality"" 3. Gaurav (5★): ""Excellent for Jeep Compass, premium quality, durable, perfect fit, luxurious finish"" 4. Narola (3★): ""Nice for Tata Nexon, worth the money"" 5. Jiby Varghese (5★): ""Ultra premium for Baleno, good stitching, covers every inch""",audi,0.9917,0.7384615384615384,0.7807692307692308,0.8904046153846153,positive,Very Strong,"['excellent', 'great', 'good', 'amazing', 'perfect']",Interior,0.99,4,0.872,1,0.9885,2,0.872,1,0.9885,4,0.9559,4,0.0,0,0.0,0,happy,0.7778,0.2222,0.0,0.0,0.0,"high quality, great value, perfect fit, durable",,⭐ Highly rated with 0.89 sentiment score | 🏆 Praised for high quality | 🔧 Easy to install | 📁 Interior accessory | 😊 Customers are very happy | ✨ High Quality | ✨ Great Value,0.9231518461538462,autozing luxury 7d car floor mat (black red with red curly),audi,q8,"compatible with audi q8 (2023), bmw x1-x7 series, mercedes-benz a-class to gls, range rover, jaguar, volvo, and 200+ car models including all major brands"
345,Jaguar,F-type,Autozing Luxury 7d Car Floor Mat (coffee),4999.0,"luxury leather 7d floor mat, detachable grass mat, all-weather, waterproof, anti-skid, with heal pad. coffee color.",jaguar f-type (2018-2022),Amazing product|WAGONR ZXI 7D FLOOR MAT MUST BUY|Jeep compass 7D car mat|Buy it|Ultra premium,jaguar,0.5859,0.6000000000000001,0.9,0.59154,positive,Strong,['amazing'],Interior,0.5859,1,0.0,0,0.0,0,0.0,0,0.5859,1,0.0,0,0.0,0,0.0,0,happy,1.0,0.0,0.0,0.0,0.0,overall positive,,✅ Positively reviewed (0.59 sentiment) | 🏆 Praised for high quality | 📁 Interior accessory | 😊 Customers are very happy | ✨ Overall Positive,0.412386,autozing luxury 7d car floor mat (coffee),jaguar,f-type,jaguar f-type (2018-2022)
